country,countryCode,indicatorName,indicatorCode,surveyArea,slumTotal,slumCases,slumClass,otherTotal,otherCases,otherClass,total,slumEst,slumLCL,slumUCL,otherEst,otherLCL,otherUCL,totalEst,totalLCL,totalUCL
Bangladesh,BGD,Mean household expenditure in water and sanitation services,overallSpend,Survey Area 5,66,0,NA,66,0,NA,132,16.1212,7.7576,31.8174,191.8939,140.2364,257.5947,124.697,91.6348,168.0564
Bangladesh,BGD,Households with no adequate water services and no adequate sanitation services,overall1,Survey Area 6,66,0,NA,66,0,NA,132,0,0,0,0.1818,0.075,0.3038,0.1515,0.0833,0.2424
Bangladesh,BGD,Households with adequate water services only,overall2,Survey Area 6,66,0,NA,66,0,NA,132,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households with adequate sanitation services only,overall3,Survey Area 6,66,0,NA,66,0,NA,132,0.9697,0.8939,1,0.7576,0.6212,0.8788,0.7879,0.697,0.8712
Bangladesh,BGD,Households with adequate water services and adequate sanitation services,overall4,Survey Area 6,66,0,NA,66,0,NA,132,0.0303,0,0.1068,0.0606,0,0.1364,0.0606,0.0152,0.1064
Bangladesh,BGD,Mean household expenditure in water and sanitation services,overallSpend,Survey Area 6,66,0,NA,66,0,NA,132,19.0455,11.0341,28.4258,229.5152,157.3068,304.7462,197.6515,142.9121,248.3311
Bangladesh,BGD,Households with no adequate water services and no adequate sanitation services,overall1,Survey Area 7,66,0,NA,66,0,NA,132,0.0303,0,0.0909,0.1667,0.0606,0.3182,0.1591,0.0905,0.2504
Bangladesh,BGD,Households with adequate water services only,overall2,Survey Area 7,66,0,NA,66,0,NA,132,0,0,0,0.0152,0,0.0606,0.0152,0,0.0379
Bangladesh,BGD,Households with adequate sanitation services only,overall3,Survey Area 7,66,0,NA,66,0,NA,132,0.9394,0.8636,1,0.803,0.6811,0.9242,0.8106,0.7193,0.8939
Bangladesh,BGD,Households with adequate water services and adequate sanitation services,overall4,Survey Area 7,66,0,NA,66,0,NA,132,0.0303,0,0.0917,0,0,0,0,0,0.0152
Bangladesh,BGD,Mean household expenditure in water and sanitation services,overallSpend,Survey Area 7,66,0,NA,66,0,NA,132,7.7576,4.6924,11.9871,57.7879,36.125,140.6356,60.25,36.2902,118.9777
Bangladesh,BGD,Households with no adequate water services and no adequate sanitation services,overall1,Survey Area 8,58,0,NA,68,0,NA,126,0.0345,0,0.1034,0.1471,0.0588,0.2941,0.1429,0.0635,0.246
Bangladesh,BGD,Households with adequate water services only,overall2,Survey Area 8,58,0,NA,68,0,NA,126,0,0,0,0,0,0.0441,0,0,0.0317
Bangladesh,BGD,Households with adequate sanitation services only,overall3,Survey Area 8,58,0,NA,68,0,NA,126,0.7759,0.6379,0.9138,0.7941,0.6324,0.9118,0.7778,0.6746,0.873
Bangladesh,BGD,Households with adequate water services and adequate sanitation services,overall4,Survey Area 8,58,0,NA,68,0,NA,126,0.1897,0.069,0.3276,0.0588,0,0.1471,0.0635,0.0159,0.127
Bangladesh,BGD,Mean household expenditure in water and sanitation services,overallSpend,Survey Area 8,58,0,NA,68,0,NA,126,18.7586,11.6353,28.0379,171.5147,104.5985,270.6368,166.5317,115.1548,238.1008
Bangladesh,BGD,Households with no adequate water services and no adequate sanitation services,overall1,Survey Area 9,74,0,NA,64,0,NA,138,0.0405,0,0.1088,0.0156,0,0.0781,0.0362,0.0072,0.087
Bangladesh,BGD,Households with adequate water services only,overall2,Survey Area 9,74,0,NA,64,0,NA,138,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Households with adequate sanitation services only,overall3,Survey Area 9,74,0,NA,64,0,NA,138,0.8514,0.7426,0.9459,0.8438,0.718,0.9531,0.8551,0.775,0.9275
Bangladesh,BGD,Households with adequate water services and adequate sanitation services,overall4,Survey Area 9,74,0,NA,64,0,NA,138,0.0946,0.0135,0.1892,0.125,0.0312,0.2344,0.1159,0.0507,0.2029
Bangladesh,BGD,Mean household expenditure in water and sanitation services,overallSpend,Survey Area 9,74,0,NA,64,0,NA,138,9.8649,8.3622,13.7196,99.7656,55.2344,202.2734,60.413,35.2174,107.4801
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 1,68,68,High,66,66,High,134,1,1,1,1,1,1,1,1,1
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 2,160,152,High,66,66,High,226,0.9938,0.9625,1,1,1,1,0.9912,0.9735,1
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 3,64,64,High,66,66,High,130,1,1,1,1,1,1,1,1,1
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 4,66,62,High,66,64,High,130,0.9848,0.9242,1,0.9545,0.8788,1,0.9621,0.9091,0.9924
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 5,66,63,High,66,66,High,132,0.9394,0.8485,1,1,1,1,0.9773,0.939,1
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 6,66,61,High,66,65,High,131,0.9545,0.8636,1,1,0.9697,1,0.9924,0.9621,1
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 7,66,60,High,66,64,High,130,0.9242,0.8333,0.9848,0.9697,0.8939,1,0.9545,0.9015,0.9924
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 8,58,49,High,68,68,High,126,0.8448,0.7233,0.9483,1,1,1,1,0.9683,1
Bangladesh,BGD,Households with adequate physical access to sanitation facilities,san13a,Survey Area 9,74,69,High,64,63,High,137,0.9189,0.8101,1,0.9844,0.9219,1,0.9565,0.8986,0.9928
